task_key,task_label,protocol_key,numeric_path,fp4_quantization_applied,leaf_task_index,benchmark,task_alias,task_name,task_hash,primary_metric,example_count,score,score_percent
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,0,core_9mcqa_olmes,arc_easy:mc::olmes,arc_easy:mc,c8c246d1822e8ad46441536ef5c4f4f3,acc_raw,1000,0.233,23.3
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,1,core_9mcqa_olmes,arc_easy:rc::olmes,arc_easy,53bd6ac04aafb5f2d1c5ab836325f27e,acc_per_char,1000,0.761,76.1
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,2,core_9mcqa_olmes,arc_challenge:mc::olmes,arc_challenge:mc,903ed260afcf0caaf0450b55e69ddf3a,acc_raw,1172,0.2619453924914676,26.194539249146757
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,3,core_9mcqa_olmes,arc_challenge:rc::olmes,arc_challenge,cac12ad4468d93ad9fc41cb9599795c6,acc_uncond,1172,0.4931740614334471,49.31740614334471
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,4,core_9mcqa_olmes,boolq:mc::olmes,boolq:mc,315dba082fe52a6058cdc5b806550ce4,acc_raw,1000,0.385,38.5
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,5,core_9mcqa_olmes,boolq:rc::olmes,boolq,0bfbc3015e70e6dfba1f6b9b266334ba,acc_raw,1000,0.673,67.30000000000001
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,6,core_9mcqa_olmes,csqa:mc::olmes,csqa:mc,d0de18d67d31994a2b5e2d2e87918a36,acc_raw,1221,0.19983619983619982,19.98361998361998
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,7,core_9mcqa_olmes,csqa:rc::olmes,csqa,095f3f94d29c4f17ff7005f7252ba051,acc_uncond,1221,0.7043407043407044,70.43407043407043
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,8,core_9mcqa_olmes,hellaswag:mc::olmes,hellaswag:mc,58011dd35e359a4de96cd11745a16895,acc_raw,1000,0.258,25.8
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,9,core_9mcqa_olmes,hellaswag:rc::olmes,hellaswag,126122195b41bf14d9091a9cdd414690,acc_per_char,1000,0.727,72.7
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,10,core_9mcqa_olmes,openbookqa:mc::olmes,openbookqa:mc,17ee8b464c2aae92e093fb7096684165,acc_raw,500,0.242,24.2
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,11,core_9mcqa_olmes,openbookqa:rc::olmes,openbookqa,8c852627a335c1a263d4bbc6deea2be0,acc_uncond,500,0.516,51.6
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,12,core_9mcqa_olmes,piqa:mc::olmes,piqa:mc,f4cc9f661d585e160a1d8eb867cd040c,acc_raw,1000,0.508,50.8
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,13,core_9mcqa_olmes,piqa:rc::olmes,piqa,f63d922029758d577fcc9dba83c9de5c,acc_per_char,1000,0.76,76.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,14,core_9mcqa_olmes,socialiqa:mc::olmes,socialiqa:mc,1f8ad25448306986fa263f77e5966e9e,acc_raw,1000,0.35,35.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,15,core_9mcqa_olmes,socialiqa:rc::olmes,socialiqa,18e6bcddd3ce25d04e57dc2b321f78c7,acc_per_char,1000,0.572,57.199999999999996
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,16,core_9mcqa_olmes,winogrande:mc::olmes,winogrande:mc,dadb31c80b5be4914ed051cd8660191e,acc_raw,1267,0.505130228887135,50.5130228887135
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,17,core_9mcqa_olmes,winogrande:rc::olmes,winogrande,9b11ef7f437e610eba48f6d273ed6886,acc_raw,1267,0.6558800315706393,65.58800315706394
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,18,mmlu_olmes,mmlu_abstract_algebra:mc::olmes,mmlu_abstract_algebra:mc,77b926c73e62bfb451729f8369068e7d,acc_raw,100,0.25,25.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,19,mmlu_olmes,mmlu_anatomy:mc::olmes,mmlu_anatomy:mc,3df98cd8b30afac6feb32f0d0c15395a,acc_raw,135,0.17037037037037037,17.037037037037038
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,20,mmlu_olmes,mmlu_astronomy:mc::olmes,mmlu_astronomy:mc,4c69c754b323e0755cb7939b84f228ed,acc_raw,152,0.25,25.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,21,mmlu_olmes,mmlu_business_ethics:mc::olmes,mmlu_business_ethics:mc,87137b826dda58e8ffb978e165f39584,acc_raw,100,0.31,31.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,22,mmlu_olmes,mmlu_clinical_knowledge:mc::olmes,mmlu_clinical_knowledge:mc,9d6878a0e485f563ac271370eaedecca,acc_raw,265,0.2679245283018868,26.79245283018868
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,23,mmlu_olmes,mmlu_college_biology:mc::olmes,mmlu_college_biology:mc,8096d725e82f92b942ae20c48c82f083,acc_raw,144,0.2777777777777778,27.77777777777778
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,24,mmlu_olmes,mmlu_college_chemistry:mc::olmes,mmlu_college_chemistry:mc,c81eb9c78ac300cca76358582a1c739b,acc_raw,100,0.24,24.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,25,mmlu_olmes,mmlu_college_computer_science:mc::olmes,mmlu_college_computer_science:mc,62b92a5477c84fcf987c1798a4ac6144,acc_raw,100,0.24,24.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,26,mmlu_olmes,mmlu_college_mathematics:mc::olmes,mmlu_college_mathematics:mc,58356a19598345fb1941515d0d9cb55a,acc_raw,100,0.35,35.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,27,mmlu_olmes,mmlu_college_medicine:mc::olmes,mmlu_college_medicine:mc,42a584dc3ed8ae2ce00c9027c5f13764,acc_raw,173,0.2138728323699422,21.38728323699422
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,28,mmlu_olmes,mmlu_college_physics:mc::olmes,mmlu_college_physics:mc,f88df4ad824e68680862d00e429c26a7,acc_raw,102,0.2549019607843137,25.49019607843137
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,29,mmlu_olmes,mmlu_computer_security:mc::olmes,mmlu_computer_security:mc,274890b9e6abfcbe5e049394bec76a11,acc_raw,100,0.32,32.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,30,mmlu_olmes,mmlu_conceptual_physics:mc::olmes,mmlu_conceptual_physics:mc,6519f132a34e21233a8f9f0333f4e555,acc_raw,235,0.26382978723404255,26.382978723404253
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,31,mmlu_olmes,mmlu_econometrics:mc::olmes,mmlu_econometrics:mc,91203daf877dfbefa7095516334a1e98,acc_raw,114,0.32456140350877194,32.45614035087719
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,32,mmlu_olmes,mmlu_electrical_engineering:mc::olmes,mmlu_electrical_engineering:mc,de26b9c8d62e22f56e8a4d55889a44e3,acc_raw,145,0.2620689655172414,26.20689655172414
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,33,mmlu_olmes,mmlu_elementary_mathematics:mc::olmes,mmlu_elementary_mathematics:mc,2fd2518cf837baede6f2f5ba45bb6f96,acc_raw,378,0.24338624338624337,24.33862433862434
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,34,mmlu_olmes,mmlu_formal_logic:mc::olmes,mmlu_formal_logic:mc,576d739646e3de210be990be680fc79a,acc_raw,126,0.2222222222222222,22.22222222222222
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,35,mmlu_olmes,mmlu_global_facts:mc::olmes,mmlu_global_facts:mc,abe93df0daabe114b8f58bc0403370e9,acc_raw,100,0.31,31.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,36,mmlu_olmes,mmlu_high_school_biology:mc::olmes,mmlu_high_school_biology:mc,85b9c284bdb7766f8302f5f68ea6d5ea,acc_raw,310,0.3064516129032258,30.64516129032258
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,37,mmlu_olmes,mmlu_high_school_chemistry:mc::olmes,mmlu_high_school_chemistry:mc,5827c892e23b58ef2e73b1fff7d82785,acc_raw,203,0.29064039408866993,29.064039408866993
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,38,mmlu_olmes,mmlu_high_school_computer_science:mc::olmes,mmlu_high_school_computer_science:mc,6d75fa6123dd1ed66ba94585a8b2bf39,acc_raw,100,0.27,27.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,39,mmlu_olmes,mmlu_high_school_european_history:mc::olmes,mmlu_high_school_european_history:mc,549d578255eaa95f7f38eda146cc6a6f,acc_raw,165,0.21818181818181817,21.818181818181817
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,40,mmlu_olmes,mmlu_high_school_geography:mc::olmes,mmlu_high_school_geography:mc,dc8a2714268b6839e30e7e5079b64427,acc_raw,198,0.21717171717171718,21.71717171717172
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,41,mmlu_olmes,mmlu_high_school_government_and_politics:mc::olmes,mmlu_high_school_government_and_politics:mc,8a37fcf03946fe1bc4a34806f2cb5dce,acc_raw,193,0.32642487046632124,32.64248704663213
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,42,mmlu_olmes,mmlu_high_school_macroeconomics:mc::olmes,mmlu_high_school_macroeconomics:mc,ccb44607c3c6469cd5fd9989bfcf2c41,acc_raw,390,0.2923076923076923,29.230769230769234
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,43,mmlu_olmes,mmlu_high_school_mathematics:mc::olmes,mmlu_high_school_mathematics:mc,75eb1cfdca9c6c512d2654d308f8f680,acc_raw,270,0.2074074074074074,20.74074074074074
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,44,mmlu_olmes,mmlu_high_school_microeconomics:mc::olmes,mmlu_high_school_microeconomics:mc,416b805a359dbae1c968cd7473076e01,acc_raw,238,0.2605042016806723,26.05042016806723
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,45,mmlu_olmes,mmlu_high_school_physics:mc::olmes,mmlu_high_school_physics:mc,10e66780e9dca3f32aba1ccf99269a3a,acc_raw,151,0.2781456953642384,27.81456953642384
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,46,mmlu_olmes,mmlu_high_school_psychology:mc::olmes,mmlu_high_school_psychology:mc,99447030d2ce6ef8805646c1c34fcee4,acc_raw,545,0.22201834862385322,22.201834862385322
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,47,mmlu_olmes,mmlu_high_school_statistics:mc::olmes,mmlu_high_school_statistics:mc,c020e14507911b6f3d966cfaad4534f1,acc_raw,216,0.4074074074074074,40.74074074074074
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,48,mmlu_olmes,mmlu_high_school_us_history:mc::olmes,mmlu_high_school_us_history:mc,39a904d96d65a2dfbd0510fcea9880d7,acc_raw,204,0.2696078431372549,26.96078431372549
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,49,mmlu_olmes,mmlu_high_school_world_history:mc::olmes,mmlu_high_school_world_history:mc,768c5cdb11af17a3440943d9e0b580dd,acc_raw,237,0.24050632911392406,24.050632911392405
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,50,mmlu_olmes,mmlu_human_aging:mc::olmes,mmlu_human_aging:mc,93f0df9c8b68127692f1593f33d8a3ef,acc_raw,223,0.33183856502242154,33.18385650224215
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,51,mmlu_olmes,mmlu_human_sexuality:mc::olmes,mmlu_human_sexuality:mc,a62edc21ec6f517a598a5dda52e84b43,acc_raw,131,0.26717557251908397,26.717557251908396
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,52,mmlu_olmes,mmlu_international_law:mc::olmes,mmlu_international_law:mc,787374b70fc6053820673a14463d3eef,acc_raw,121,0.33884297520661155,33.88429752066116
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,53,mmlu_olmes,mmlu_jurisprudence:mc::olmes,mmlu_jurisprudence:mc,62a7a1734abbc37dafe8313b6291d817,acc_raw,108,0.25,25.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,54,mmlu_olmes,mmlu_logical_fallacies:mc::olmes,mmlu_logical_fallacies:mc,a020032fa288c2fac6168a824df57170,acc_raw,163,0.24539877300613497,24.539877300613497
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,55,mmlu_olmes,mmlu_machine_learning:mc::olmes,mmlu_machine_learning:mc,e3d4f22b97438517e698917faccba7da,acc_raw,112,0.25892857142857145,25.892857142857146
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,56,mmlu_olmes,mmlu_management:mc::olmes,mmlu_management:mc,04b6414e648a7a3ba8402771facebd9e,acc_raw,103,0.30097087378640774,30.097087378640776
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,57,mmlu_olmes,mmlu_marketing:mc::olmes,mmlu_marketing:mc,8e73bf0fb469a9eddfa7a8f258d99873,acc_raw,234,0.2948717948717949,29.48717948717949
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,58,mmlu_olmes,mmlu_medical_genetics:mc::olmes,mmlu_medical_genetics:mc,bc9af3a22284b0a0d08e2c6a1f378d22,acc_raw,100,0.28,28.000000000000004
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,59,mmlu_olmes,mmlu_miscellaneous:mc::olmes,mmlu_miscellaneous:mc,46b4ac7975c87092b13c0cf2ce85a4d1,acc_raw,783,0.2656449553001277,26.56449553001277
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,60,mmlu_olmes,mmlu_moral_disputes:mc::olmes,mmlu_moral_disputes:mc,0664fc5034aba7df0fe1df2d1a217e88,acc_raw,346,0.28034682080924855,28.034682080924856
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,61,mmlu_olmes,mmlu_moral_scenarios:mc::olmes,mmlu_moral_scenarios:mc,a2396dc8f3cdb9c9dd5e98fd351e9198,acc_raw,895,0.24022346368715083,24.022346368715084
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,62,mmlu_olmes,mmlu_nutrition:mc::olmes,mmlu_nutrition:mc,8b190e2f404b28ca0cd715094e5386b1,acc_raw,306,0.3300653594771242,33.006535947712415
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,63,mmlu_olmes,mmlu_philosophy:mc::olmes,mmlu_philosophy:mc,9b517eefa6d090b0622fc18650d70617,acc_raw,311,0.24758842443729903,24.758842443729904
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,64,mmlu_olmes,mmlu_prehistory:mc::olmes,mmlu_prehistory:mc,fcfa15d6031340a724aaa21ae383922e,acc_raw,324,0.28703703703703703,28.703703703703702
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,65,mmlu_olmes,mmlu_professional_accounting:mc::olmes,mmlu_professional_accounting:mc,233710033ac6f9a2c339a08d7344c9d0,acc_raw,282,0.2730496453900709,27.30496453900709
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,66,mmlu_olmes,mmlu_professional_law:mc::olmes,mmlu_professional_law:mc,df18d9512e07e1c6f633ee039a943e23,acc_raw,1534,0.2588005215123859,25.88005215123859
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,67,mmlu_olmes,mmlu_professional_medicine:mc::olmes,mmlu_professional_medicine:mc,1e3f139838d69169d5a80ebb58be505a,acc_raw,272,0.2867647058823529,28.676470588235293
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,68,mmlu_olmes,mmlu_professional_psychology:mc::olmes,mmlu_professional_psychology:mc,ee984454c2b6c8ce9d942162f4563c66,acc_raw,612,0.2549019607843137,25.49019607843137
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,69,mmlu_olmes,mmlu_public_relations:mc::olmes,mmlu_public_relations:mc,8b1e2c5a479ea01b9bf00bbd37ac4cb1,acc_raw,110,0.2545454545454545,25.454545454545453
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,70,mmlu_olmes,mmlu_security_studies:mc::olmes,mmlu_security_studies:mc,f45a610fabc63b178d02b9705769e51a,acc_raw,245,0.3673469387755102,36.734693877551024
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,71,mmlu_olmes,mmlu_sociology:mc::olmes,mmlu_sociology:mc,ab7475a0c07ff6128f3c340e30a2c48d,acc_raw,201,0.23880597014925373,23.88059701492537
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,72,mmlu_olmes,mmlu_us_foreign_policy:mc::olmes,mmlu_us_foreign_policy:mc,e8aaa8bc89da8c987774b45a635a5874,acc_raw,100,0.32,32.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,73,mmlu_olmes,mmlu_virology:mc::olmes,mmlu_virology:mc,7b03eddd30aced0d2872e78119dce06c,acc_raw,166,0.3493975903614458,34.93975903614458
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,74,mmlu_olmes,mmlu_world_religions:mc::olmes,mmlu_world_religions:mc,2b77bb4249a09c916d061ae0d5b378bd,acc_raw,171,0.3567251461988304,35.67251461988304
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,75,mmlu_olmes,mmlu_abstract_algebra:rc::olmes,mmlu_abstract_algebra,15700d84a97667659182d75884f934cd,acc_per_char,100,0.28,28.000000000000004
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,76,mmlu_olmes,mmlu_anatomy:rc::olmes,mmlu_anatomy,0cdcee2423fbe040b1e5ff34b0af45e6,acc_per_char,135,0.42962962962962964,42.96296296296296
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,77,mmlu_olmes,mmlu_astronomy:rc::olmes,mmlu_astronomy,13d838006e583f18e99063d8b219a97b,acc_per_char,152,0.4407894736842105,44.07894736842105
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,78,mmlu_olmes,mmlu_business_ethics:rc::olmes,mmlu_business_ethics,715185b32494e985a6dee5becfcd82ac,acc_per_char,100,0.55,55.00000000000001
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,79,mmlu_olmes,mmlu_clinical_knowledge:rc::olmes,mmlu_clinical_knowledge,523c347f74ddd79f7fb2c15eee89d4e7,acc_per_char,265,0.41509433962264153,41.509433962264154
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,80,mmlu_olmes,mmlu_college_biology:rc::olmes,mmlu_college_biology,966e8cfd13dcf0edc71778a03a922090,acc_per_char,144,0.4583333333333333,45.83333333333333
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,81,mmlu_olmes,mmlu_college_chemistry:rc::olmes,mmlu_college_chemistry,70f725b1d196bca595c7b851cdcc6644,acc_per_char,100,0.29,28.999999999999996
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,82,mmlu_olmes,mmlu_college_computer_science:rc::olmes,mmlu_college_computer_science,eb1e7cea65f6797185cc87483e3f19fe,acc_per_char,100,0.28,28.000000000000004
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,83,mmlu_olmes,mmlu_college_mathematics:rc::olmes,mmlu_college_mathematics,18dd2cd649daf7a06132d51a6e17c35d,acc_per_char,100,0.27,27.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,84,mmlu_olmes,mmlu_college_medicine:rc::olmes,mmlu_college_medicine,d92b222841c28a98039763c60b61ee73,acc_per_char,173,0.3699421965317919,36.99421965317919
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,85,mmlu_olmes,mmlu_college_physics:rc::olmes,mmlu_college_physics,63cbfbf37f8fcf7fd03052712d5b5d24,acc_per_char,102,0.2549019607843137,25.49019607843137
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,86,mmlu_olmes,mmlu_computer_security:rc::olmes,mmlu_computer_security,95adfb15effac11bb4b7b4312e8c2a05,acc_per_char,100,0.54,54.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,87,mmlu_olmes,mmlu_conceptual_physics:rc::olmes,mmlu_conceptual_physics,567f44d0f94d8fa4a0119c131e858075,acc_per_char,235,0.4340425531914894,43.40425531914894
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,88,mmlu_olmes,mmlu_econometrics:rc::olmes,mmlu_econometrics,cb799ab80dc053a353c3bcc7b9386abf,acc_per_char,114,0.32456140350877194,32.45614035087719
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,89,mmlu_olmes,mmlu_electrical_engineering:rc::olmes,mmlu_electrical_engineering,15723c065162a191867085b670c56b73,acc_per_char,145,0.3586206896551724,35.86206896551724
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,90,mmlu_olmes,mmlu_elementary_mathematics:rc::olmes,mmlu_elementary_mathematics,b17cb50df9dc3885e7dbcb4fef405683,acc_per_char,378,0.34656084656084657,34.65608465608466
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,91,mmlu_olmes,mmlu_formal_logic:rc::olmes,mmlu_formal_logic,82b5ac945cc5c2f1cb54beff73486830,acc_per_char,126,0.3253968253968254,32.53968253968254
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,92,mmlu_olmes,mmlu_global_facts:rc::olmes,mmlu_global_facts,5acad514fa0105c06b71f6c924ef5b04,acc_per_char,100,0.34,34.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,93,mmlu_olmes,mmlu_high_school_biology:rc::olmes,mmlu_high_school_biology,d8ddda6f3e5c7889d7d36ff8dd51cc52,acc_per_char,310,0.4645161290322581,46.45161290322581
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,94,mmlu_olmes,mmlu_high_school_chemistry:rc::olmes,mmlu_high_school_chemistry,b905822505fc6bf87ee81088ffd93b9f,acc_per_char,203,0.2413793103448276,24.137931034482758
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,95,mmlu_olmes,mmlu_high_school_computer_science:rc::olmes,mmlu_high_school_computer_science,1f6e4443a6932f4e6c85ae1ee2ea6857,acc_per_char,100,0.33,33.0
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,96,mmlu_olmes,mmlu_high_school_european_history:rc::olmes,mmlu_high_school_european_history,297df68d8b8abb3dac4039039adf6936,acc_per_char,165,0.48484848484848486,48.484848484848484
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,97,mmlu_olmes,mmlu_high_school_geography:rc::olmes,mmlu_high_school_geography,09a0ea8c0d69e87db9d64b78e47808da,acc_per_char,198,0.48484848484848486,48.484848484848484
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,98,mmlu_olmes,mmlu_high_school_government_and_politics:rc::olmes,mmlu_high_school_government_and_politics,690e157a2167b4be83aeb3025e100359,acc_per_char,193,0.533678756476684,53.36787564766839
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,99,mmlu_olmes,mmlu_high_school_macroeconomics:rc::olmes,mmlu_high_school_macroeconomics,5cd50ebcbec63cd7b59273fb53e145a2,acc_per_char,390,0.40512820512820513,40.51282051282051
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,100,mmlu_olmes,mmlu_high_school_mathematics:rc::olmes,mmlu_high_school_mathematics,0a5104b0df6138995e01f4d9e30bf3bc,acc_per_char,270,0.2037037037037037,20.37037037037037
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,101,mmlu_olmes,mmlu_high_school_microeconomics:rc::olmes,mmlu_high_school_microeconomics,47974510bc14d32dee9c1ae0da6aa77c,acc_per_char,238,0.453781512605042,45.378151260504204
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,102,mmlu_olmes,mmlu_high_school_physics:rc::olmes,mmlu_high_school_physics,70926d73081fbee1ee38fc002891a21a,acc_per_char,151,0.2185430463576159,21.85430463576159
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,103,mmlu_olmes,mmlu_high_school_psychology:rc::olmes,mmlu_high_school_psychology,63dd68a97d1abf7f719137d6f0d45d73,acc_per_char,545,0.5798165137614679,57.98165137614679
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,104,mmlu_olmes,mmlu_high_school_statistics:rc::olmes,mmlu_high_school_statistics,b25c8a521d2fb1d28a97e478d686eeaa,acc_per_char,216,0.32407407407407407,32.407407407407405
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,105,mmlu_olmes,mmlu_high_school_us_history:rc::olmes,mmlu_high_school_us_history,8290ed79cc88afc721c6f79b7318f541,acc_per_char,204,0.45588235294117646,45.588235294117645
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,106,mmlu_olmes,mmlu_high_school_world_history:rc::olmes,mmlu_high_school_world_history,934305afb0d486dcc158182788d0acfb,acc_per_char,237,0.45569620253164556,45.56962025316456
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,107,mmlu_olmes,mmlu_human_aging:rc::olmes,mmlu_human_aging,8d2b538449931b69b893e86b7416a7e7,acc_per_char,223,0.47085201793721976,47.08520179372198
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,108,mmlu_olmes,mmlu_human_sexuality:rc::olmes,mmlu_human_sexuality,88583bc91896ae15628a7050a8e8a08e,acc_per_char,131,0.4351145038167939,43.51145038167939
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,109,mmlu_olmes,mmlu_international_law:rc::olmes,mmlu_international_law,13a4e0bd7a029f10d0e8f9f01f60652e,acc_per_char,121,0.371900826446281,37.1900826446281
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,110,mmlu_olmes,mmlu_jurisprudence:rc::olmes,mmlu_jurisprudence,4bb149c58cd53f521d90f628858862ab,acc_per_char,108,0.37962962962962965,37.96296296296296
bf16,BF16 learned-weight control,learned_weight_bf16,learned_weight_bf16,False,111,mmlu_olmes,mmlu_logical_fallacies:rc::olmes,mmlu_logical_fallacies,d0506b820ec8299d87c27079f988edb9,acc_per_char,163,0.4539877300613497,45.39877300613497
